URN	Rights	Caption
urn:cite:hmt:chsimg.VB224RN-0668	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 224, recto.
urn:cite:hmt:chsimg.VB224VN-0324	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 224, verso.
urn:cite:hmt:chsimg.VB225RN-0669	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 225, recto.
urn:cite:hmt:chsimg.VB225VN-0325	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 225, verso.
urn:cite:hmt:chsimg.VB226RN-0670	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 226, recto.
urn:cite:hmt:chsimg.VB226VN-0326	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 226, verso.
urn:cite:hmt:chsimg.VB227RN-0671	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 227, recto.
urn:cite:hmt:chsimg.VB227VN-0327	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 227, verso.
urn:cite:hmt:chsimg.VB228RN-0672	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 228, recto.
urn:cite:hmt:chsimg.VB228VN-0328	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 228, verso.
urn:cite:hmt:chsimg.VB229RN-0673	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 229, recto.
urn:cite:hmt:chsimg.VB229VN-0329	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 229, verso.
urn:cite:hmt:chsimg.VB230RN-0674	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 230, recto.
urn:cite:hmt:chsimg.VB230VN-0330	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 230, verso.
urn:cite:hmt:chsimg.VB231RN-0675	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 231, recto.
urn:cite:hmt:chsimg.VB231VN-0331	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 231, verso.
urn:cite:hmt:chsimg.VB232RN-0676	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 232, recto.
urn:cite:hmt:chsimg.VB232VN-0332	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 232, verso.
urn:cite:hmt:chsimg.VB233RN-0677	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 233, recto.
urn:cite:hmt:chsimg.VB233VN-0333	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 233, verso.
urn:cite:hmt:chsimg.VB234RN-0678	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 234, recto.
urn:cite:hmt:chsimg.VB234VN-0334	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 234, verso.
urn:cite:hmt:chsimg.VB235RN-0679	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 235, recto.
urn:cite:hmt:chsimg.VB235VN-0335	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 235, verso.
urn:cite:hmt:chsimg.VB236RN-0680	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 236, recto.
urn:cite:hmt:chsimg.VB236VN-0336	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 236, verso.
urn:cite:hmt:chsimg.VB237RN-0681	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 237, recto.
urn:cite:hmt:chsimg.VB237VN-0337	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus B: Marcianus Graecus Z. 453 (= 821), folio 237, verso.
